x, y, 
0.00032467419784739114, -1.007477773129817e-06, 
0.7467961400164417, 0.04314781493823586, 
1.515576868027898, 0.08804196912824402, 
2.2752067116622565, 0.11561104162651903, 
3.3887710479572957, 0.11524120186221085, 
4.105393768098155, 0.05203495659921621, 
4.921695131994197, 0.07785204055345504, 
5.718802980265162, 0.13154674866889698, 
6.510329397670864, 0.29875137267518204, 
7.26250471205153, 0.513811652465584, 
7.986252534059819, 0.70244387442358, 
8.614364191459067, 0.9383877741686844, 
9.20084594296225, 1.0707264965473644, 
9.85805655747881, 1.230292198555884, 
10.482701777962422, 1.4705751032829086, 
11.054581426252552, 1.9634978556678797, 
11.580762307016986, 2.624832027167466, 
12.050452889785193, 3.447384227615811, 
12.271299653198065, 4.350227927691608, 
12.223107324019203, 5.1033613553534405, 
12.068217295284432, 5.78842029821832, 
11.836864088793533, 6.473006110699553, 
11.603846202043728, 7.24357629005879, 
11.349502433671736, 8.052750433777643, 
11.209534575717418, 8.885721160774278, 
11.074825704076426, 9.715757037939202, 
10.889281697786728, 10.484838197467333, 
10.683457850135893, 11.265306823181524, 
10.382816814213788, 12.074525682244065, 
9.984557989674876, 12.870545140516343, 
9.45543015954706, 13.50782791113842, 
8.827230439351634, 13.91095564361806, 
8.054477174365692, 13.980232275674462, 
7.745231729813687, 13.960624423042566, 
7.140780894015309, 13.750229099897645, 
6.555050129291119, 13.311594286244562, 
6.272588729858398, 12.850632667541504, 
